Cidade-Uf,mes/ano,chs
JABOATAO DOS GUARARAPES-PE,01/10/2022,"48,50%"
SAO JOSE DOS CAMPOS-SP,01/10/2022,"70,80%"
CONTAGEM-MG,01/10/2022,"88,00%"
RIBEIRAO PRETO-SP,01/10/2022,"81,20%"
UBERLANDIA-MG,01/10/2022,"73,50%"
SOROCABA-SP,01/10/2022,"78,40%"
ARACAJU-SE,01/10/2022,"69,10%"
CUIABA-MT,01/10/2022,"64,20%"
FEIRA DE SANTANA-BA,01/10/2022,"50,20%"
JUIZ DE FORA-MG,01/10/2022,"68,90%"
JOINVILLE-SC,01/10/2022,"55,80%"
LONDRINA-PR,01/10/2022,"72,30%"
BELFORD ROXO-RJ,01/10/2022,"63,20%"
ANANINDEUA-PA,01/10/2022,"66,60%"
SAO JOAO DE MERITI-RJ,01/10/2022,"82,10%"
APARECIDA DE GOIANIA-GO,01/10/2022,"76,70%"
NITEROI-RJ,01/10/2022,"85,00%"
CAMPOS DOS GOYTACAZES-RJ,01/10/2022,"48,90%"
CAXIAS DO SUL-RS,01/10/2022,"68,20%"
MAUA-SP,01/10/2022,"69,10%"
FLORIANOPOLIS-SC,01/10/2022,"88,20%"
VILA VELHA-ES,01/10/2022,"77,10%"
SANTOS-SP,01/10/2022,"69,30%"
SAO JOSE DO RIO PRETO-SP,01/10/2022,"85,00%"
PORTO VELHO-RO,01/10/2022,"55,50%"
SERRA-ES,01/10/2022,"61,10%"
DIADEMA-SP,01/10/2022,"82,40%"
OLINDA-PE,01/10/2022,"72,80%"
MACAPA-AP,01/10/2022,"28,30%"
BETIM-MG,01/10/2022,"55,80%"
CAMPINA GRANDE-PB,01/10/2022,"60,50%"
MOGI DAS CRUZES-SP,01/10/2022,"71,90%"
CARAPICUIBA-SP,01/10/2022,"85,90%"
PIRACICABA-SP,01/10/2022,"65,50%"
MONTES CLAROS-MG,01/10/2022,"65,20%"
JUNDIAI-SP,01/10/2022,"76,60%"
MARINGA-PR,01/10/2022,"82,70%"
CARIACICA-ES,01/10/2022,"55,00%"
BAURU-SP,01/10/2022,"69,20%"
ANAPOLIS-GO,01/10/2022,"71,70%"
RIO BRANCO-AC,01/10/2022,"58,70%"
CANOAS-RS,01/10/2022,"86,20%"
SAO VICENTE-SP,01/10/2022,"56,80%"
VITORIA-ES,01/10/2022,"73,10%"
PELOTAS-RS,01/10/2022,"64,20%"
FRANCA-SP,01/10/2022,"62,00%"
ITAQUAQUECETUBA-SP,01/10/2022,"66,40%"
BLUMENAU-SC,01/10/2022,"67,70%"
PONTA GROSSA-PR,01/10/2022,"69,50%"
CARUARU-PE,01/10/2022,"55,20%"
CAUCAIA-CE,01/10/2022,"28,70%"
RIBEIRAO DAS NEVES-MG,01/10/2022,"62,70%"
VITORIA DA CONQUISTA-BA,01/10/2022,"54,10%"
PAULISTA-PE,01/10/2022,"61,60%"
PETROPOLIS-RJ,01/10/2022,"62,20%"
GUARUJA-SP,01/10/2022,"54,90%"
UBERABA-MG,01/10/2022,"78,00%"
PETROLINA-PE,01/10/2022,"36,40%"
BOA VISTA-RR,01/10/2022,"48,90%"
TAUBATE-SP,01/10/2022,"83,40%"
CASCAVEL-PR,01/10/2022,"70,40%"
SANTAREM-PA,01/10/2022,"59,10%"
LIMEIRA-SP,01/10/2022,"70,30%"
SUZANO-SP,01/10/2022,"69,40%"
SAO JOSE DOS PINHAIS-PR,01/10/2022,"67,80%"
PRAIA GRANDE-SP,01/10/2022,"84,40%"
GOVERNADOR VALADARES-MG,01/10/2022,"62,20%"
VOLTA REDONDA-RJ,01/10/2022,"65,30%"
GRAVATAI-RS,01/10/2022,"76,50%"
MOSSORO-RN,01/10/2022,"62,10%"
SANTA MARIA-RS,01/10/2022,"63,90%"
FOZ DO IGUACU-PR,01/10/2022,"68,40%"
VARZEA GRANDE-MT,01/10/2022,"63,00%"
NOVO HAMBURGO-RS,01/10/2022,"76,80%"
IMPERATRIZ-MA,01/10/2022,"62,20%"
JUAZEIRO DO NORTE-CE,01/10/2022,"62,40%"
SUMARE-SP,01/10/2022,"85,40%"
BARUERI-SP,01/10/2022,"74,20%"
IPATINGA-MG,01/10/2022,"69,60%"
CAMACARI-BA,01/10/2022,"34,70%"
VIAMAO-RS,01/10/2022,"52,90%"
EMBU DAS ARTES-SP,01/10/2022,"66,10%"
ITABORAI-RJ,01/10/2022,"31,00%"
TABOAO DA SERRA-SP,01/10/2022,"75,30%"
MAGE-RJ,01/10/2022,"30,20%"
MARABA-PA,01/10/2022,"24,90%"
PALMAS-TO,01/10/2022,"49,70%"
SAO CARLOS-SP,01/10/2022,"74,50%"
COLOMBO-PR,01/10/2022,"69,70%"
ARAPIRACA-AL,01/10/2022,"70,40%"
MARILIA-SP,01/10/2022,"69,90%"
SETE LAGOAS-MG,01/10/2022,"74,60%"
SAO LEOPOLDO-RS,01/10/2022,"80,30%"
DIVINOPOLIS-MG,01/10/2022,"82,40%"
MARACANAU-CE,01/10/2022,"48,50%"
AMERICANA-SP,01/10/2022,"88,90%"
JACAREI-SP,01/10/2022,"65,00%"
ITAPEVI-SP,01/10/2022,"69,50%"
PARNAMIRIM-RN,01/10/2022,"60,20%"
PRESIDENTE PRUDENTE-SP,01/10/2022,"74,00%"
ARARAQUARA-SP,01/10/2022,"71,70%"
MACAE-RJ,01/10/2022,"42,40%"
ITABUNA-BA,01/10/2022,"33,90%"
SAO JOSE-SC,01/10/2022,"97,50%"
SANTA LUZIA-MG,01/10/2022,"62,50%"
INDAIATUBA-SP,01/10/2022,"72,00%"
ALVORADA-RS,01/10/2022,"64,20%"
COTIA-SP,01/10/2022,"72,80%"
JUAZEIRO-BA,01/10/2022,"41,90%"
HORTOLANDIA-SP,01/10/2022,"87,30%"
RIO GRANDE-RS,01/10/2022,"53,40%"
DOURADOS-MS,01/10/2022,"72,50%"
CRICIUMA-SC,01/10/2022,"74,00%"
RONDONOPOLIS-MT,01/10/2022,"71,80%"
CACHOEIRO DE ITAPEMIRIM-ES,01/10/2022,"72,50%"
CABO FRIO-RJ,01/10/2022,"61,60%"
RIO CLARO-SP,01/10/2022,"64,50%"
SOBRAL-CE,01/10/2022,"54,20%"
SANTA BARBARA DOESTE-SP,01/10/2022,"78,70%"
PASSO FUNDO-RS,01/10/2022,"80,40%"
ARACATUBA-SP,01/10/2022,"84,10%"
CHAPECO-SC,01/10/2022,"57,80%"
ITAJAI-SC,01/10/2022,"77,60%"
ILHEUS-BA,01/10/2022,"54,90%"
CABO DE SANTO AGOSTINHO-PE,01/10/2022,"49,50%"
MESQUITA-RJ,01/10/2022,"89,70%"
FERRAZ DE VASCONCELOS-SP,01/10/2022,"82,40%"
NOVA FRIBURGO-RJ,01/10/2022,"47,80%"
BARRA MANSA-RJ,01/10/2022,"49,30%"
LAURO DE FREITAS-BA,01/10/2022,"75,70%"
CASTANHAL-PA,01/10/2022,"56,00%"
RIO VERDE-GO,01/10/2022,"71,00%"
IBIRITE-MG,01/10/2022,"76,70%"
ANGRA DOS REIS-RJ,01/10/2022,"37,10%"
LUZIANIA-GO,01/10/2022,"42,40%"
GUARAPUAVA-PR,01/10/2022,"54,50%"
FRANCISCO MORATO-SP,01/10/2022,"50,50%"
NOSSA SENHORA DO SOCORRO-SE,01/10/2022,"46,20%"
AGUAS LINDAS DE GOIAS-GO,01/10/2022,"50,90%"
CAMARAGIBE-PE,01/10/2022,"52,70%"
TERESOPOLIS-RJ,01/10/2022,"62,10%"
LAGES-SC,01/10/2022,"55,30%"
ITU-SP,01/10/2022,"63,50%"
PARAUAPEBAS-PA,01/10/2022,"53,50%"
POCOS DE CALDAS-MG,01/10/2022,"66,90%"
TIMON-MA,01/10/2022,"33,90%"
NILOPOLIS-RJ,01/10/2022,"83,50%"
JEQUIE-BA,01/10/2022,"23,00%"
CAXIAS-MA,01/10/2022,"47,90%"
SAO JOSE DE RIBAMAR-MA,01/10/2022,"62,40%"
PINDAMONHANGABA-SP,01/10/2022,"41,90%"
BRAGANCA PAULISTA-SP,01/10/2022,"65,30%"
PARNAIBA-PI,01/10/2022,"38,20%"
SAO CAETANO DO SUL-SP,01/10/2022,"99,30%"
QUEIMADOS-RJ,01/10/2022,"43,80%"
ITAPETININGA-SP,01/10/2022,"66,90%"
PARANAGUA-PR,01/10/2022,"68,40%"
JARAGUA DO SUL-SC,01/10/2022,"66,40%"
LINHARES-ES,01/10/2022,"49,00%"
PALHOCA-SC,01/10/2022,"87,00%"
TEIXEIRA DE FREITAS-BA,01/10/2022,"62,20%"
VALPARAISO DE GOIAS-GO,01/10/2022,"94,60%"
PATOS DE MINAS-MG,01/10/2022,"76,70%"
ALAGOINHAS-BA,01/10/2022,"70,20%"
MOGI GUACU-SP,01/10/2022,"80,80%"
ITAPECERICA DA SERRA-SP,01/10/2022,"45,30%"
ABAETETUBA-PA,01/10/2022,"7,60%"
ARAGUAINA-TO,01/10/2022,"25,80%"
TEOFILO OTONI-MG,01/10/2022,"43,70%"
SAPUCAIA DO SUL-RS,01/10/2022,"71,80%"
JAU-SP,01/10/2022,"48,00%"
BARREIRAS-BA,01/10/2022,"63,40%"
POUSO ALEGRE-MG,01/10/2022,"50,10%"
VITORIA DE SANTO ANTAO-PE,01/10/2022,"52,00%"
MARICA-RJ,01/10/2022,"80,20%"
BOTUCATU-SP,01/10/2022,"79,20%"
BARBACENA-MG,01/10/2022,"37,60%"
GARANHUNS-PE,01/10/2022,"61,00%"
ATIBAIA-SP,01/10/2022,"75,70%"
PORTO SEGURO-BA,01/10/2022,"46,50%"
VARGINHA-MG,01/10/2022,"76,90%"
URUGUAIANA-RS,01/10/2022,"44,50%"
APUCARANA-PR,01/10/2022,"76,00%"
CUBATAO-SP,01/10/2022,"19,80%"
SANTA RITA-PB,01/10/2022,"16,60%"
RESENDE-RJ,01/10/2022,"60,90%"
ARAUCARIA-PR,01/10/2022,"66,60%"
ARARAS-SP,01/10/2022,"57,60%"
CRATO-CE,01/10/2022,"32,70%"
PINHAIS-PR,01/10/2022,"94,20%"
CACHOEIRINHA-RS,01/10/2022,"76,30%"
SABARA-MG,01/10/2022,"48,20%"
SANTA CRUZ DO SUL-RS,01/10/2022,"49,50%"
CONSELHEIRO LAFAIETE-MG,01/10/2022,"78,20%"
SIMOES FILHO-BA,01/10/2022,"23,70%"
CAMETA-PA,01/10/2022,"4,20%"
BAGE-RS,01/10/2022,"33,30%"
TOLEDO-PR,01/10/2022,"56,80%"
FRANCO DA ROCHA-SP,01/10/2022,"64,50%"
CATANDUVA-SP,01/10/2022,"77,60%"
VARZEA PAULISTA-SP,01/10/2022,"74,50%"
SANTANA DE PARNAIBA-SP,01/10/2022,"77,00%"
GUARATINGUETA-SP,01/10/2022,"79,30%"
ITAPIPOCA-CE,01/10/2022,"15,80%"
BARRETOS-SP,01/10/2022,"80,90%"
MARITUBA-PA,01/10/2022,"25,30%"
SERTAOZINHO-SP,01/10/2022,"56,30%"
BAYEUX-PB,01/10/2022,"33,50%"
SINOP-MT,01/10/2022,"82,40%"
VOTORANTIM-SP,01/10/2022,"82,20%"
CODO-MA,01/10/2022,"12,60%"
ITAGUAI-RJ,01/10/2022,"34,90%"
JI PARANA-RO,01/10/2022,"50,50%"
MARANGUAPE-CE,01/10/2022,"13,90%"
ITABIRA-MG,01/10/2022,"45,50%"
BIRIGUI-SP,01/10/2022,"59,70%"
ARARUAMA-RJ,01/10/2022,"52,40%"
BRAGANCA-PA,01/10/2022,"18,90%"
CAMPO LARGO-PR,01/10/2022,"65,20%"
PACO DO LUMIAR-MA,01/10/2022,"30,20%"
ARAGUARI-MG,01/10/2022,"51,00%"
SALTO-SP,01/10/2022,"72,70%"
VESPASIANO-MG,01/10/2022,"57,70%"
SAO MATEUS-ES,01/10/2022,"36,90%"
PASSOS-MG,01/10/2022,"44,70%"
VALINHOS-SP,01/10/2022,"86,70%"
TATUI-SP,01/10/2022,"76,80%"
ALMIRANTE TAMANDARE-PR,01/10/2022,"50,00%"
RIO DAS OSTRAS-RJ,01/10/2022,"67,30%"
CORONEL FABRICIANO-MG,01/10/2022,"44,20%"
BRUSQUE-SC,01/10/2022,"36,80%"
COLATINA-ES,01/10/2022,"33,30%"
BENTO GONCALVES-RS,01/10/2022,"75,20%"
TRINDADE-GO,01/10/2022,"52,70%"
RIBEIRAO PIRES-SP,01/10/2022,"64,20%"
ARAPONGAS-PR,01/10/2022,"86,40%"
PAULO AFONSO-BA,01/10/2022,"41,50%"
POA-SP,01/10/2022,"95,40%"
GUARAPARI-ES,01/10/2022,"76,70%"
CARAGUATATUBA-SP,01/10/2022,"82,00%"
OURINHOS-SP,01/10/2022,"58,80%"
BALNEARIO CAMBORIU-SC,01/10/2022,"98,70%"
SANTANA-AP,01/10/2022,"9,60%"
ITATIBA-SP,01/10/2022,"56,40%"
BARCARENA-PA,01/10/2022,"7,60%"
UMUARAMA-PR,01/10/2022,"66,80%"
PATOS-PB,01/10/2022,"38,20%"
MURIAE-MG,01/10/2022,"53,60%"
IGARASSU-PE,01/10/2022,"36,50%"
UBA-MG,01/10/2022,"70,00%"
NOVO GAMA-GO,01/10/2022,"34,90%"
ACAILANDIA-MA,01/10/2022,"9,30%"
TRES LAGOAS-MS,01/10/2022,"55,00%"
EUNAPOLIS-BA,01/10/2022,"38,20%"
FORMOSA-GO,01/10/2022,"45,90%"
CORUMBA-MS,01/10/2022,"41,30%"
SAO LOURENCO DA MATA-PE,01/10/2022,"24,20%"
JAPERI-RJ,01/10/2022,"17,10%"
TUBARAO-SC,01/10/2022,"72,60%"
CAMBE-PR,01/10/2022,"63,50%"
ABREU E LIMA-PE,01/10/2022,"31,10%"
GUAIBA-RS,01/10/2022,"26,00%"
BACABAL-MA,01/10/2022,"27,80%"
ERECHIM-RS,01/10/2022,"35,30%"
PARINTINS-AM,01/10/2022,"3,90%"
ITUIUTABA-MG,01/10/2022,"52,50%"
JANDIRA-SP,01/10/2022,"72,50%"
ASSIS-SP,01/10/2022,"76,70%"
TUCURUI-PA,01/10/2022,"6,20%"
CAIEIRAS-SP,01/10/2022,"66,20%"
ARAXA-MG,01/10/2022,"49,90%"
LAVRAS-MG,01/10/2022,"45,40%"
BARRA DO PIRAI-RJ,01/10/2022,"14,20%"
IGUATU-CE,01/10/2022,"24,80%"
SANTA CRUZ DO CAPIBARIBE-PE,01/10/2022,"10,30%"
ITAPERUNA-RJ,01/10/2022,"73,50%"
ALTAMIRA-PA,01/10/2022,"44,00%"
LEME-SP,01/10/2022,"50,60%"
LAGARTO-SE,01/10/2022,"15,20%"
ITUMBIARA-GO,01/10/2022,"57,70%"
PARAGOMINAS-PA,01/10/2022,"31,70%"
SANTO ANTONIO DE JESUS-BA,01/10/2022,"52,20%"
ITAJUBA-MG,01/10/2022,"45,00%"
ITAITUBA-PA,01/10/2022,"5,20%"
PIRAQUARA-PR,01/10/2022,"66,40%"
ITANHAEM-SP,01/10/2022,"80,00%"
SAO GONCALO DO AMARANTE-RN,01/10/2022,"35,20%"
ITAPEVA-SP,01/10/2022,"46,10%"
CAMPO MOURAO-PR,01/10/2022,"66,60%"
SARANDI-PR,01/10/2022,"80,30%"
SAO PEDRO DA ALDEIA-RJ,01/10/2022,"70,00%"
SENADOR CANEDO-GO,01/10/2022,"64,30%"
ITABAIANA-SE,01/10/2022,"18,20%"
ITAUNA-MG,01/10/2022,"37,50%"
CATALAO-GO,01/10/2022,"63,00%"
ARIQUEMES-RO,01/10/2022,"39,50%"
VOTUPORANGA-SP,01/10/2022,"47,10%"
CACAPAVA-SP,01/10/2022,"41,90%"
JATAI-GO,01/10/2022,"63,30%"
VALENCA-BA,01/10/2022,"22,30%"
MOGI MIRIM-SP,01/10/2022,"67,30%"
SAO JOAO DA BOA VISTA-SP,01/10/2022,"60,80%"
PAULINIA-SP,01/10/2022,"80,50%"
SAO JOAO DEL REI-MG,01/10/2022,"58,60%"
ITACOATIARA-AM,01/10/2022,"0,90%"
LORENA-SP,01/10/2022,"61,50%"
ESTEIO-RS,01/10/2022,"79,70%"
TIMOTEO-MG,01/10/2022,"50,00%"
FAZENDA RIO GRANDE-PR,01/10/2022,"76,10%"
PARA DE MINAS-MG,01/10/2022,"54,50%"
MAIRIPORA-SP,01/10/2022,"32,90%"
CANDEIAS-BA,01/10/2022,"25,70%"
BREVES-PA,01/10/2022,"1,40%"
TANGARA DA SERRA-MT,01/10/2022,"37,50%"
PARANAVAI-PR,01/10/2022,"67,70%"
CARATINGA-MG,01/10/2022,"29,30%"
AVARE-SP,01/10/2022,"41,50%"
CACERES-MT,01/10/2022,"13,90%"
PARACATU-MG,01/10/2022,"41,20%"
SANTANA DO LIVRAMENTO-RS,01/10/2022,"15,30%"
NOVA LIMA-MG,01/10/2022,"46,10%"
CACHOEIRA DO SUL-RS,01/10/2022,"13,80%"
UBATUBA-SP,01/10/2022,"68,40%"
SAO ROQUE-SP,01/10/2022,"64,70%"
ARACRUZ-ES,01/10/2022,"22,60%"
SAO CRISTOVAO-SE,01/10/2022,"32,00%"
PATROCINIO-MG,01/10/2022,"33,00%"
IPOJUCA-PE,01/10/2022,"17,50%"
SEROPEDICA-RJ,01/10/2022,"20,60%"
PLANALTINA-GO,01/10/2022,"35,80%"
CRUZEIRO-SP,01/10/2022,"36,00%"
IJUI-RS,01/10/2022,"29,90%"
TRES RIOS-RJ,01/10/2022,"17,30%"
BARRA DO CORDA-MA,01/10/2022,"2,30%"
MANHUACU-MG,01/10/2022,"27,80%"
MATAO-SP,01/10/2022,"30,40%"
ARUJA-SP,01/10/2022,"61,40%"
SERRA TALHADA-PE,01/10/2022,"20,90%"
GURUPI-TO,01/10/2022,"16,60%"
ARARIPINA-PE,01/10/2022,"10,60%"
FRANCISCO BELTRAO-PR,01/10/2022,"23,50%"
QUIXADA-CE,01/10/2022,"53,00%"
GUANAMBI-BA,01/10/2022,"55,70%"
SAPIRANGA-RS,01/10/2022,"39,40%"
SANTO ANGELO-RS,01/10/2022,"34,60%"
JACOBINA-BA,01/10/2022,"27,50%"
PINHEIRO-MA,01/10/2022,"1,20%"
CARPINA-PE,01/10/2022,"36,80%"
CAMPO LIMPO PAULISTA-SP,01/10/2022,"54,60%"
JOAO MONLEVADE-MG,01/10/2022,"64,30%"
CACOAL-RO,01/10/2022,"30,10%"
BEBEDOURO-SP,01/10/2022,"47,50%"
VILHENA-RO,01/10/2022,"20,20%"
GRAVATA-PE,01/10/2022,"29,60%"
PACATUBA-CE,01/10/2022,"46,70%"
SERRINHA-BA,01/10/2022,"52,30%"
CANINDE-CE,01/10/2022,"12,90%"
LAJEADO-RS,01/10/2022,"61,30%"
SAO BENTO DO SUL-SC,01/10/2022,"13,60%"
ALFENAS-MG,01/10/2022,"39,70%"
GOIANA-PE,01/10/2022,"11,90%"
ALEGRETE-RS,01/10/2022,"16,90%"
NOVA SERRANA-MG,01/10/2022,"39,80%"
PONTA PORA-MS,01/10/2022,"34,20%"
PATO BRANCO-PR,01/10/2022,"42,60%"
VICOSA-MG,01/10/2022,"77,20%"
CRUZEIRO DO SUL-AC,01/10/2022,"8,00%"
SAO SEBASTIAO-SP,01/10/2022,"39,10%"
TRES CORACOES-MG,01/10/2022,"26,20%"
SAQUAREMA-RJ,01/10/2022,"45,70%"
PICOS-PI,01/10/2022,"20,60%"
LINS-SP,01/10/2022,"45,00%"
JABOTICABAL-SP,01/10/2022,"41,40%"
CURVELO-MG,01/10/2022,"36,30%"
REDENCAO-PA,01/10/2022,"10,90%"
TELEMACO BORBA-PR,01/10/2022,"31,30%"
UNAI-MG,01/10/2022,"60,00%"
CACADOR-SC,01/10/2022,"37,50%"
BELO JARDIM-PE,01/10/2022,"8,20%"
SAO FELIX DO XINGU-PA,01/10/2022,"2,20%"
CATAGUASES-MG,01/10/2022,"40,30%"
PIRASSUNUNGA-SP,01/10/2022,"46,90%"
CRATEUS-CE,01/10/2022,"32,50%"
CALDAS NOVAS-GO,01/10/2022,"86,50%"
AQUIRAZ-CE,01/10/2022,"26,40%"
RIO LARGO-AL,01/10/2022,"31,00%"
IBIUNA-SP,01/10/2022,"28,90%"
VALENCA-RJ,01/10/2022,"10,70%"
PALMEIRA DOS INDIOS-AL,01/10/2022,"9,60%"
ARCOVERDE-PE,01/10/2022,"33,10%"
QUIXERAMOBIM-CE,01/10/2022,"16,80%"
CIANORTE-PR,01/10/2022,"55,80%"
OURO PRETO-MG,01/10/2022,"49,50%"
VIANA-ES,01/10/2022,"40,80%"
CAJAMAR-SP,01/10/2022,"40,30%"
CHAPADINHA-MA,01/10/2022,"5,90%"
ARACATI-CE,01/10/2022,"20,50%"
TIANGUA-CE,01/10/2022,"29,90%"
RUSSAS-CE,01/10/2022,"23,30%"
CONCORDIA-SC,01/10/2022,"20,60%"
DIAS DAVILA-BA,01/10/2022,"22,70%"
CASTRO-PR,01/10/2022,"16,70%"
CAMBORIU-SC,01/10/2022,"94,00%"
SANTA ROSA-RS,01/10/2022,"28,50%"
ITAPIRA-SP,01/10/2022,"34,00%"
MOCOCA-SP,01/10/2022,"24,80%"
CEARA MIRIM-RN,01/10/2022,"5,40%"
MACAIBA-RN,01/10/2022,"7,00%"
VINHEDO-SP,01/10/2022,"84,40%"
FERNANDOPOLIS-SP,01/10/2022,"49,60%"
SAO SEBASTIAO DO PARAISO-MG,01/10/2022,"14,10%"
AMPARO-SP,01/10/2022,"40,60%"
FORMIGA-MG,01/10/2022,"32,00%"
CASCAVEL-CE,01/10/2022,"35,70%"
EMBU GUACU-SP,01/10/2022,"50,10%"
SOUSA-PB,01/10/2022,"35,30%"
NAVEGANTES-SC,01/10/2022,"60,90%"
VENANCIO AIRES-RS,01/10/2022,"5,10%"
FARROUPILHA-RS,01/10/2022,"36,60%"
TUPA-SP,01/10/2022,"18,70%"
SORRISO-MT,01/10/2022,"37,80%"
ESTANCIA-SE,01/10/2022,"17,80%"
ICO-CE,01/10/2022,"9,40%"
CAICO-RN,01/10/2022,"25,50%"
CRUZ ALTA-RS,01/10/2022,"17,50%"
CAMAQUA-RS,01/10/2022,"13,90%"
LENCOIS PAULISTA-SP,01/10/2022,"16,80%"
CAPANEMA-PA,01/10/2022,"18,00%"
SANTO ANTONIO DO DESCOBERTO-GO,01/10/2022,"21,90%"
OURICURI-PE,01/10/2022,"3,70%"
ESCADA-PE,01/10/2022,"5,70%"
ITAMARAJU-BA,01/10/2022,"15,70%"
BRUMADO-BA,01/10/2022,"8,40%"
PACAJUS-CE,01/10/2022,"24,10%"
PESQUEIRA-PE,01/10/2022,"4,00%"
VACARIA-RS,01/10/2022,"7,10%"
CONCEICAO DO COITE-BA,01/10/2022,"42,80%"
SAO BORJA-RS,01/10/2022,"12,20%"
RIO DO SUL-SC,01/10/2022,"26,90%"
CRUZ DAS ALMAS-BA,01/10/2022,"51,10%"
ARARANGUA-SC,01/10/2022,"53,20%"
JANUARIA-MG,01/10/2022,"14,10%"
CARAZINHO-RS,01/10/2022,"24,70%"
ITABERABA-BA,01/10/2022,"27,10%"
COSMOPOLIS-SP,01/10/2022,"40,10%"
PENAPOLIS-SP,01/10/2022,"30,20%"
GOIANESIA-GO,01/10/2022,"26,00%"
MORADA NOVA-CE,01/10/2022,"6,60%"
CAMPO BOM-RS,01/10/2022,"62,10%"
PENEDO-AL,01/10/2022,"11,10%"
CAMOCIM-CE,01/10/2022,"14,80%"
BOM JESUS DA LAPA-BA,01/10/2022,"10,10%"
PEDRO LEOPOLDO-MG,01/10/2022,"31,20%"
ROLANDIA-PR,01/10/2022,"37,40%"
BIGUACU-SC,01/10/2022,"55,30%"
UNIAO DOS PALMARES-AL,01/10/2022,"2,20%"
BEZERROS-PE,01/10/2022,"9,10%"
LUIS EDUARDO MAGALHAES-BA,01/10/2022,"42,40%"
PERUIBE-SP,01/10/2022,"78,00%"
MONTENEGRO-RS,01/10/2022,"50,60%"
PALMARES-PE,01/10/2022,"8,20%"
SURUBIM-PE,01/10/2022,"6,20%"
CIDADE OCIDENTAL-GO,01/10/2022,"40,50%"
GASPAR-SC,01/10/2022,"18,60%"
ICARA-SC,01/10/2022,"30,90%"
BATATAIS-SP,01/10/2022,"11,10%"
GRAJAU-MA,01/10/2022,"2,50%"
PONTE NOVA-MG,01/10/2022,"29,70%"
SANTO AMARO-BA,01/10/2022,"13,40%"
HORIZONTE-CE,01/10/2022,"28,40%"
ACARAU-CE,01/10/2022,"1,80%"
MORENO-PE,01/10/2022,"9,60%"
UNIAO DA VITORIA-PR,01/10/2022,"30,70%"
SANTA IZABEL DO PARA-PA,01/10/2022,"4,60%"
LIMOEIRO DO NORTE-CE,01/10/2022,"19,20%"
ANDRADINA-SP,01/10/2022,"38,00%"
BARRA DO GARCAS-MT,01/10/2022,"49,30%"
GUARABIRA-PB,01/10/2022,"15,00%"
MIRASSOL-SP,01/10/2022,"37,10%"
INDAIAL-SC,01/10/2022,"51,10%"
SALGUEIRO-PE,01/10/2022,"17,70%"
TRES PONTAS-MG,01/10/2022,"5,20%"
SAO MIGUEL DOS CAMPOS-AL,01/10/2022,"3,90%"
IRATI-PR,01/10/2022,"17,20%"
RIO BONITO-RJ,01/10/2022,"27,80%"
BARBALHA-CE,01/10/2022,"21,20%"
IBITINGA-SP,01/10/2022,"27,90%"
LAGOA SANTA-MG,01/10/2022,"72,00%"
TAQUARA-RS,01/10/2022,"30,50%"
PIRAPORA-MG,01/10/2022,"24,10%"
TAUA-CE,01/10/2022,"8,80%"
LIMOEIRO-PE,01/10/2022,"14,60%"
CABEDELO-PB,01/10/2022,"43,50%"
REGISTRO-SP,01/10/2022,"24,30%"
TIMBAUBA-PE,01/10/2022,"2,40%"
TAQUARITINGA-SP,01/10/2022,"9,90%"
CACHOEIRAS DE MACACU-RJ,01/10/2022,"2,70%"
CANOINHAS-SC,01/10/2022,"19,90%"
MARIANA-MG,01/10/2022,"38,20%"
PORTO FERREIRA-SP,01/10/2022,"24,30%"
FRUTAL-MG,01/10/2022,"14,60%"
GUAPIMIRIM-RJ,01/10/2022,"33,20%"
SAO BENTO DO UNA-PE,01/10/2022,"2,40%"
CAMPO BELO-MG,01/10/2022,"37,60%"
SAO PAULO-SP,01/11/2022,"78,60%"
RIO DE JANEIRO-RJ,01/11/2022,"73,42%"
SALVADOR-BA,01/11/2022,"51,11%"
BRASILIA-DF,01/11/2022,"56,51%"
FORTALEZA-CE,01/11/2022,"63,79%"
BELO HORIZONTE-MG,01/11/2022,"85,61%"
MANAUS-AM,01/11/2022,"48,96%"
CURITIBA-PR,01/11/2022,"82,55%"
RECIFE-PE,01/11/2022,"77,12%"
BELEM-PA,01/11/2022,"48,84%"
PORTO ALEGRE-RS,01/11/2022,"80,81%"
GOIANIA-GO,01/11/2022,"75,82%"
GUARULHOS-SP,01/11/2022,"69,95%"
CAMPINAS-SP,01/11/2022,"79,16%"
SAO LUIS-MA,01/11/2022,"39,78%"
SAO GONCALO-RJ,01/11/2022,"57,89%"
MACEIO-AL,01/11/2022,"59,52%"
DUQUE DE CAXIAS-RJ,01/11/2022,"49,39%"
NATAL-RN,01/11/2022,"51,70%"
TERESINA-PI,01/11/2022,"44,32%"
NOVA IGUACU-RJ,01/11/2022,"57,11%"
CAMPO GRANDE-MS,01/11/2022,"75,17%"
JOAO PESSOA-PB,01/11/2022,"68,31%"
SAO BERNARDO DO CAMPO-SP,01/11/2022,"69,81%"
OSASCO-SP,01/11/2022,"77,63%"
SANTO ANDRE-SP,01/11/2022,"89,41%"
JABOATAO DOS GUARARAPES-PE,01/11/2022,"48,90%"
SAO JOSE DOS CAMPOS-SP,01/11/2022,"70,87%"
CONTAGEM-MG,01/11/2022,"87,97%"
RIBEIRAO PRETO-SP,01/11/2022,"80,95%"
UBERLANDIA-MG,01/11/2022,"73,09%"
SOROCABA-SP,01/11/2022,"78,53%"
