Cidade,Uf,mes/ano,reativacao
JABOATAO DOS GUARARAPES,PE,01/10/2022,"5,32%"
SAO JOSE DOS CAMPOS,SP,01/10/2022,"3,80%"
CONTAGEM,MG,01/10/2022,"3,96%"
RIBEIRAO PRETO,SP,01/10/2022,"3,47%"
UBERLANDIA,MG,01/10/2022,"3,07%"
SOROCABA,SP,01/10/2022,"2,62%"
ARACAJU,SE,01/10/2022,"4,26%"
CUIABA,MT,01/10/2022,"4,56%"
FEIRA DE SANTANA,BA,01/10/2022,"3,97%"
JUIZ DE FORA,MG,01/10/2022,"3,63%"
JOINVILLE,SC,01/10/2022,"3,58%"
LONDRINA,PR,01/10/2022,"2,63%"
BELFORD ROXO,RJ,01/10/2022,"5,60%"
ANANINDEUA,PA,01/10/2022,"7,32%"
SAO JOAO DE MERITI,RJ,01/10/2022,"5,88%"
APARECIDA DE GOIANIA,GO,01/10/2022,"5,65%"
NITEROI,RJ,01/10/2022,"3,86%"
CAMPOS DOS GOYTACAZES,RJ,01/10/2022,"4,04%"
CAXIAS DO SUL,RS,01/10/2022,"3,04%"
MAUA,SP,01/10/2022,"3,68%"
FLORIANOPOLIS,SC,01/10/2022,"2,88%"
VILA VELHA,ES,01/10/2022,"3,38%"
SANTOS,SP,01/10/2022,"2,71%"
SAO JOSE DO RIO PRETO,SP,01/10/2022,"3,66%"
PORTO VELHO,RO,01/10/2022,"4,21%"
SERRA,ES,01/10/2022,"4,60%"
DIADEMA,SP,01/10/2022,"4,62%"
OLINDA,PE,01/10/2022,"4,52%"
MACAPA,AP,01/10/2022,"3,98%"
BETIM,MG,01/10/2022,"2,84%"
CAMPINA GRANDE,PB,01/10/2022,"3,18%"
MOGI DAS CRUZES,SP,01/10/2022,"3,28%"
CARAPICUIBA,SP,01/10/2022,"5,03%"
PIRACICABA,SP,01/10/2022,"3,23%"
MONTES CLAROS,MG,01/10/2022,"3,90%"
JUNDIAI,SP,01/10/2022,"3,17%"
MARINGA,PR,01/10/2022,"3,16%"
CARIACICA,ES,01/10/2022,"4,42%"
BAURU,SP,01/10/2022,"3,66%"
ANAPOLIS,GO,01/10/2022,"4,03%"
RIO BRANCO,AC,01/10/2022,"3,98%"
CANOAS,RS,01/10/2022,"4,63%"
SAO VICENTE,SP,01/10/2022,"5,35%"
VITORIA,ES,01/10/2022,"2,56%"
PELOTAS,RS,01/10/2022,"2,98%"
FRANCA,SP,01/10/2022,"3,49%"
ITAQUAQUECETUBA,SP,01/10/2022,"4,69%"
BLUMENAU,SC,01/10/2022,"2,37%"
PONTA GROSSA,PR,01/10/2022,"2,20%"
CARUARU,PE,01/10/2022,"3,91%"
CAUCAIA,CE,01/10/2022,"2,07%"
RIBEIRAO DAS NEVES,MG,01/10/2022,"3,84%"
VITORIA DA CONQUISTA,BA,01/10/2022,"3,63%"
PAULISTA,PE,01/10/2022,"5,19%"
PETROPOLIS,RJ,01/10/2022,"4,70%"
GUARUJA,SP,01/10/2022,"4,45%"
UBERABA,MG,01/10/2022,"3,20%"
PETROLINA,PE,01/10/2022,"2,87%"
BOA VISTA,RR,01/10/2022,"4,53%"
TAUBATE,SP,01/10/2022,"3,97%"
CASCAVEL,PR,01/10/2022,"2,27%"
SANTAREM,PA,01/10/2022,"2,98%"
LIMEIRA,SP,01/10/2022,"3,15%"
SUZANO,SP,01/10/2022,"4,85%"
SAO JOSE DOS PINHAIS,PR,01/10/2022,"2,63%"
PRAIA GRANDE,SP,01/10/2022,"5,02%"
GOVERNADOR VALADARES,MG,01/10/2022,"2,47%"
VOLTA REDONDA,RJ,01/10/2022,"3,03%"
GRAVATAI,RS,01/10/2022,"5,63%"
MOSSORO,RN,01/10/2022,"2,08%"
SANTA MARIA,RS,01/10/2022,"2,39%"
FOZ DO IGUACU,PR,01/10/2022,"2,56%"
VARZEA GRANDE,MT,01/10/2022,"4,75%"
NOVO HAMBURGO,RS,01/10/2022,"3,85%"
IMPERATRIZ,MA,01/10/2022,"2,61%"
JUAZEIRO DO NORTE,CE,01/10/2022,"3,55%"
SUMARE,SP,01/10/2022,"2,97%"
BARUERI,SP,01/10/2022,"3,49%"
IPATINGA,MG,01/10/2022,"4,03%"
CAMACARI,BA,01/10/2022,"3,79%"
VIAMAO,RS,01/10/2022,"5,00%"
EMBU DAS ARTES,SP,01/10/2022,"4,88%"
ITABORAI,RJ,01/10/2022,"5,12%"
TABOAO DA SERRA,SP,01/10/2022,"4,80%"
MAGE,RJ,01/10/2022,"1,47%"
MARABA,PA,01/10/2022,"3,66%"
PALMAS,TO,01/10/2022,"3,79%"
SAO CARLOS,SP,01/10/2022,"3,77%"
COLOMBO,PR,01/10/2022,"3,67%"
ARAPIRACA,AL,01/10/2022,"2,66%"
MARILIA,SP,01/10/2022,"2,81%"
SETE LAGOAS,MG,01/10/2022,"3,77%"
SAO LEOPOLDO,RS,01/10/2022,"4,62%"
DIVINOPOLIS,MG,01/10/2022,"2,35%"
MARACANAU,CE,01/10/2022,"3,26%"
AMERICANA,SP,01/10/2022,"1,90%"
JACAREI,SP,01/10/2022,"4,06%"
ITAPEVI,SP,01/10/2022,"5,34%"
PARNAMIRIM,RN,01/10/2022,"3,63%"
PRESIDENTE PRUDENTE,SP,01/10/2022,"3,19%"
ARARAQUARA,SP,01/10/2022,"3,70%"
MACAE,RJ,01/10/2022,"4,11%"
ITABUNA,BA,01/10/2022,"3,81%"
SAO JOSE,SC,01/10/2022,"3,37%"
SANTA LUZIA,MG,01/10/2022,"6,69%"
INDAIATUBA,SP,01/10/2022,"2,31%"
ALVORADA,RS,01/10/2022,"4,31%"
COTIA,SP,01/10/2022,"4,07%"
JUAZEIRO,BA,01/10/2022,"2,40%"
HORTOLANDIA,SP,01/10/2022,"4,14%"
RIO GRANDE,RS,01/10/2022,"2,88%"
DOURADOS,MS,01/10/2022,"3,33%"
CRICIUMA,SC,01/10/2022,"1,53%"
RONDONOPOLIS,MT,01/10/2022,"6,86%"
CACHOEIRO DE ITAPEMIRIM,ES,01/10/2022,"6,15%"
CABO FRIO,RJ,01/10/2022,"5,19%"
RIO CLARO,SP,01/10/2022,"2,35%"
SOBRAL,CE,01/10/2022,"4,64%"
SANTA BARBARA DOESTE,SP,01/10/2022,"3,81%"
PASSO FUNDO,RS,01/10/2022,"3,26%"
ARACATUBA,SP,01/10/2022,"2,32%"
CHAPECO,SC,01/10/2022,"0,66%"
ITAJAI,SC,01/10/2022,"3,69%"
ILHEUS,BA,01/10/2022,"3,65%"
CABO DE SANTO AGOSTINHO,PE,01/10/2022,"2,75%"
MESQUITA,RJ,01/10/2022,"5,68%"
FERRAZ DE VASCONCELOS,SP,01/10/2022,"6,43%"
NOVA FRIBURGO,RJ,01/10/2022,"3,03%"
BARRA MANSA,RJ,01/10/2022,"3,13%"
LAURO DE FREITAS,BA,01/10/2022,"6,06%"
CASTANHAL,PA,01/10/2022,"3,83%"
RIO VERDE,GO,01/10/2022,"3,54%"
IBIRITE,MG,01/10/2022,"5,28%"
ANGRA DOS REIS,RJ,01/10/2022,"3,69%"
LUZIANIA,GO,01/10/2022,"3,75%"
GUARAPUAVA,PR,01/10/2022,"2,55%"
FRANCISCO MORATO,SP,01/10/2022,"4,22%"
NOSSA SENHORA DO SOCORRO,SE,01/10/2022,"6,58%"
AGUAS LINDAS DE GOIAS,GO,01/10/2022,"2,76%"
CAMARAGIBE,PE,01/10/2022,"3,13%"
TERESOPOLIS,RJ,01/10/2022,"3,35%"
LAGES,SC,01/10/2022,"2,38%"
ITU,SP,01/10/2022,"1,75%"
PARAUAPEBAS,PA,01/10/2022,"3,13%"
POCOS DE CALDAS,MG,01/10/2022,"1,67%"
TIMON,MA,01/10/2022,"5,83%"
NILOPOLIS,RJ,01/10/2022,"4,06%"
JEQUIE,BA,01/10/2022,"6,40%"
CAXIAS,MA,01/10/2022,"3,16%"
SAO JOSE DE RIBAMAR,MA,01/10/2022,"3,89%"
PINDAMONHANGABA,SP,01/10/2022,"3,34%"
BRAGANCA PAULISTA,SP,01/10/2022,"3,01%"
PARNAIBA,PI,01/10/2022,"3,55%"
SAO CAETANO DO SUL,SP,01/10/2022,"2,74%"
QUEIMADOS,RJ,01/10/2022,"4,72%"
ITAPETININGA,SP,01/10/2022,"2,33%"
PARANAGUA,PR,01/10/2022,"3,02%"
JARAGUA DO SUL,SC,01/10/2022,"3,06%"
LINHARES,ES,01/10/2022,"1,76%"
PALHOCA,SC,01/10/2022,"4,33%"
TEIXEIRA DE FREITAS,BA,01/10/2022,"2,75%"
VALPARAISO DE GOIAS,GO,01/10/2022,"5,66%"
PATOS DE MINAS,MG,01/10/2022,"2,80%"
ALAGOINHAS,BA,01/10/2022,"4,24%"
MOGI GUACU,SP,01/10/2022,"4,80%"
ITAPECERICA DA SERRA,SP,01/10/2022,"4,56%"
ABAETETUBA,PA,01/10/2022,"3,13%"
ARAGUAINA,TO,01/10/2022,"0,76%"
TEOFILO OTONI,MG,01/10/2022,"1,74%"
SAPUCAIA DO SUL,RS,01/10/2022,"5,39%"
JAU,SP,01/10/2022,"4,60%"
BARREIRAS,BA,01/10/2022,"3,33%"
POUSO ALEGRE,MG,01/10/2022,"1,18%"
VITORIA DE SANTO ANTAO,PE,01/10/2022,"1,86%"
MARICA,RJ,01/10/2022,"3,60%"
BOTUCATU,SP,01/10/2022,"2,69%"
BARBACENA,MG,01/10/2022,"1,69%"
GARANHUNS,PE,01/10/2022,"0,84%"
ATIBAIA,SP,01/10/2022,"4,74%"
PORTO SEGURO,BA,01/10/2022,"4,84%"
VARGINHA,MG,01/10/2022,"1,69%"
URUGUAIANA,RS,01/10/2022,"2,48%"
APUCARANA,PR,01/10/2022,"2,65%"
CUBATAO,SP,01/10/2022,"3,05%"
SANTA RITA,PB,01/10/2022,"5,26%"
RESENDE,RJ,01/10/2022,"2,42%"
ARAUCARIA,PR,01/10/2022,"1,64%"
ARARAS,SP,01/10/2022,"2,11%"
CRATO,CE,01/10/2022,"3,17%"
PINHAIS,PR,01/10/2022,"2,87%"
CACHOEIRINHA,RS,01/10/2022,"3,22%"
SABARA,MG,01/10/2022,"4,17%"
SANTA CRUZ DO SUL,RS,01/10/2022,"1,69%"
CONSELHEIRO LAFAIETE,MG,01/10/2022,"3,33%"
SIMOES FILHO,BA,01/10/2022,"6,42%"
CAMETA,PA,01/10/2022,"9,38%"
BAGE,RS,01/10/2022,"1,48%"
TOLEDO,PR,01/10/2022,"2,16%"
FRANCO DA ROCHA,SP,01/10/2022,"2,85%"
CATANDUVA,SP,01/10/2022,"3,56%"
VARZEA PAULISTA,SP,01/10/2022,"3,79%"
SANTANA DE PARNAIBA,SP,01/10/2022,"3,26%"
GUARATINGUETA,SP,01/10/2022,"3,31%"
ITAPIPOCA,CE,01/10/2022,"4,35%"
BARRETOS,SP,01/10/2022,"2,94%"
MARITUBA,PA,01/10/2022,"1,72%"
SERTAOZINHO,SP,01/10/2022,"2,93%"
BAYEUX,PB,01/10/2022,"2,94%"
SINOP,MT,01/10/2022,"2,48%"
VOTORANTIM,SP,01/10/2022,"1,87%"
CODO,MA,01/10/2022,"0,00%"
ITAGUAI,RJ,01/10/2022,"3,72%"
JI PARANA,RO,01/10/2022,"2,96%"
MARANGUAPE,CE,01/10/2022,"2,94%"
ITABIRA,MG,01/10/2022,"2,42%"
BIRIGUI,SP,01/10/2022,"2,69%"
ARARUAMA,RJ,01/10/2022,"6,33%"
BRAGANCA,PA,01/10/2022,"2,50%"
CAMPO LARGO,PR,01/10/2022,"1,89%"
PACO DO LUMIAR,MA,01/10/2022,"2,38%"
ARAGUARI,MG,01/10/2022,"2,80%"
SALTO,SP,01/10/2022,"1,89%"
VESPASIANO,MG,01/10/2022,"6,41%"
SAO MATEUS,ES,01/10/2022,"2,45%"
PASSOS,MG,01/10/2022,"2,71%"
VALINHOS,SP,01/10/2022,"2,36%"
TATUI,SP,01/10/2022,"3,46%"
ALMIRANTE TAMANDARE,PR,01/10/2022,"4,76%"
RIO DAS OSTRAS,RJ,01/10/2022,"4,56%"
CORONEL FABRICIANO,MG,01/10/2022,"1,58%"
BRUSQUE,SC,01/10/2022,"1,08%"
COLATINA,ES,01/10/2022,"3,97%"
BENTO GONCALVES,RS,01/10/2022,"2,59%"
TRINDADE,GO,01/10/2022,"3,14%"
RIBEIRAO PIRES,SP,01/10/2022,"3,50%"
ARAPONGAS,PR,01/10/2022,"0,69%"
PAULO AFONSO,BA,01/10/2022,"7,14%"
POA,SP,01/10/2022,"4,29%"
GUARAPARI,ES,01/10/2022,"4,50%"
CARAGUATATUBA,SP,01/10/2022,"3,23%"
OURINHOS,SP,01/10/2022,"2,60%"
BALNEARIO CAMBORIU,SC,01/10/2022,"3,49%"
SANTANA,AP,01/10/2022,"4,55%"
ITATIBA,SP,01/10/2022,"1,81%"
BARCARENA,PA,01/10/2022,"7,14%"
UMUARAMA,PR,01/10/2022,"1,54%"
PATOS,PB,01/10/2022,"2,34%"
MURIAE,MG,01/10/2022,"2,87%"
IGARASSU,PE,01/10/2022,"2,06%"
UBA,MG,01/10/2022,"4,43%"
NOVO GAMA,GO,01/10/2022,"2,22%"
ACAILANDIA,MA,01/10/2022,"1,69%"
TRES LAGOAS,MS,01/10/2022,"2,15%"
EUNAPOLIS,BA,01/10/2022,"4,51%"
FORMOSA,GO,01/10/2022,"2,55%"
CORUMBA,MS,01/10/2022,"2,40%"
SAO LOURENCO DA MATA,PE,01/10/2022,"3,49%"
JAPERI,RJ,01/10/2022,"2,78%"
TUBARAO,SC,01/10/2022,"2,92%"
CAMBE,PR,01/10/2022,"4,45%"
ABREU E LIMA,PE,01/10/2022,"9,86%"
GUAIBA,RS,01/10/2022,"3,17%"
BACABAL,MA,01/10/2022,"2,30%"
ERECHIM,RS,01/10/2022,"2,36%"
PARINTINS,AM,01/10/2022,"5,00%"
ITUIUTABA,MG,01/10/2022,"4,19%"
JANDIRA,SP,01/10/2022,"4,51%"
ASSIS,SP,01/10/2022,"4,42%"
TUCURUI,PA,01/10/2022,"12,50%"
CAIEIRAS,SP,01/10/2022,"3,38%"
ARAXA,MG,01/10/2022,"2,16%"
LAVRAS,MG,01/10/2022,"7,14%"
BARRA DO PIRAI,RJ,01/10/2022,"1,56%"
IGUATU,CE,01/10/2022,"2,46%"
SANTA CRUZ DO CAPIBARIBE,PE,01/10/2022,"2,20%"
ITAPERUNA,RJ,01/10/2022,"1,11%"
ALTAMIRA,PA,01/10/2022,"4,88%"
LEME,SP,01/10/2022,"1,53%"
LAGARTO,SE,01/10/2022,"5,45%"
ITUMBIARA,GO,01/10/2022,"4,10%"
PARAGOMINAS,PA,01/10/2022,"4,55%"
SANTO ANTONIO DE JESUS,BA,01/10/2022,"4,80%"
ITAJUBA,MG,01/10/2022,"0,98%"
ITAITUBA,PA,01/10/2022,"13,04%"
PIRAQUARA,PR,01/10/2022,"4,76%"
ITANHAEM,SP,01/10/2022,"4,73%"
SAO GONCALO DO AMARANTE,RN,01/10/2022,"2,53%"
ITAPEVA,SP,01/10/2022,"4,08%"
CAMPO MOURAO,PR,01/10/2022,"0,96%"
SARANDI,PR,01/10/2022,"4,20%"
SAO PEDRO DA ALDEIA,RJ,01/10/2022,"2,90%"
SENADOR CANEDO,GO,01/10/2022,"3,31%"
ITABAIANA,SE,01/10/2022,"4,65%"
ITAUNA,MG,01/10/2022,"0,77%"
CATALAO,GO,01/10/2022,"1,99%"
ARIQUEMES,RO,01/10/2022,"3,70%"
VOTUPORANGA,SP,01/10/2022,"1,49%"
CACAPAVA,SP,01/10/2022,"2,07%"
JATAI,GO,01/10/2022,"2,04%"
VALENCA,BA,01/10/2022,"6,15%"
MOGI MIRIM,SP,01/10/2022,"0,56%"
SAO JOAO DA BOA VISTA,SP,01/10/2022,"2,05%"
PAULINIA,SP,01/10/2022,"3,29%"
SAO JOAO DEL REI,MG,01/10/2022,"2,63%"
ITACOATIARA,AM,01/10/2022,"0,00%"
LORENA,SP,01/10/2022,"3,91%"
ESTEIO,RS,01/10/2022,"5,76%"
TIMOTEO,MG,01/10/2022,"1,91%"
FAZENDA RIO GRANDE,PR,01/10/2022,"2,21%"
PARA DE MINAS,MG,01/10/2022,"3,01%"
MAIRIPORA,SP,01/10/2022,"4,29%"
CANDEIAS,BA,01/10/2022,"5,00%"
BREVES,PA,01/10/2022,"12,50%"
TANGARA DA SERRA,MT,01/10/2022,"3,23%"
PARANAVAI,PR,01/10/2022,"1,80%"
CARATINGA,MG,01/10/2022,"3,82%"
AVARE,SP,01/10/2022,"2,66%"
CACERES,MT,01/10/2022,"8,89%"
PARACATU,MG,01/10/2022,"0,88%"
SANTANA DO LIVRAMENTO,RS,01/10/2022,"1,85%"
NOVA LIMA,MG,01/10/2022,"1,92%"
CACHOEIRA DO SUL,RS,01/10/2022,"0,00%"
UBATUBA,SP,01/10/2022,"3,48%"
SAO ROQUE,SP,01/10/2022,"2,76%"
ARACRUZ,ES,01/10/2022,"3,53%"
SAO CRISTOVAO,SE,01/10/2022,"4,88%"
PATROCINIO,MG,01/10/2022,"0,00%"
IPOJUCA,PE,01/10/2022,"2,72%"
SEROPEDICA,RJ,01/10/2022,"6,73%"
PLANALTINA,GO,01/10/2022,"1,89%"
CRUZEIRO,SP,01/10/2022,"2,10%"
IJUI,RS,01/10/2022,"3,67%"
TRES RIOS,RJ,01/10/2022,"4,82%"
BARRA DO CORDA,MA,01/10/2022,"16,67%"
MANHUACU,MG,01/10/2022,"3,96%"
MATAO,SP,01/10/2022,"0,75%"
ARUJA,SP,01/10/2022,"2,65%"
SERRA TALHADA,PE,01/10/2022,"2,27%"
GURUPI,TO,01/10/2022,"2,78%"
ARARIPINA,PE,01/10/2022,"2,99%"
FRANCISCO BELTRAO,PR,01/10/2022,"3,19%"
QUIXADA,CE,01/10/2022,"3,33%"
GUANAMBI,BA,01/10/2022,"3,40%"
SAPIRANGA,RS,01/10/2022,"4,35%"
SANTO ANGELO,RS,01/10/2022,"3,67%"
JACOBINA,BA,01/10/2022,"0,00%"
PINHEIRO,MA,01/10/2022,"0,00%"
CARPINA,PE,01/10/2022,"2,38%"
CAMPO LIMPO PAULISTA,SP,01/10/2022,"6,47%"
JOAO MONLEVADE,MG,01/10/2022,"2,41%"
CACOAL,RO,01/10/2022,"1,22%"
BEBEDOURO,SP,01/10/2022,"1,95%"
VILHENA,RO,01/10/2022,"0,00%"
GRAVATA,PE,01/10/2022,"4,35%"
PACATUBA,CE,01/10/2022,"1,52%"
SERRINHA,BA,01/10/2022,"1,08%"
CANINDE,CE,01/10/2022,"0,00%"
LAJEADO,RS,01/10/2022,"2,05%"
SAO BENTO DO SUL,SC,01/10/2022,"0,00%"
ALFENAS,MG,01/10/2022,"4,07%"
GOIANA,PE,01/10/2022,"5,41%"
ALEGRETE,RS,01/10/2022,"10,42%"
NOVA SERRANA,MG,01/10/2022,"4,79%"
PONTA PORA,MS,01/10/2022,"0,00%"
PATO BRANCO,PR,01/10/2022,"3,16%"
VICOSA,MG,01/10/2022,"1,90%"
CRUZEIRO DO SUL,AC,01/10/2022,"0,00%"
SAO SEBASTIAO,SP,01/10/2022,"6,33%"
TRES CORACOES,MG,01/10/2022,"2,17%"
SAQUAREMA,RJ,01/10/2022,"4,25%"
PICOS,PI,01/10/2022,"4,23%"
LINS,SP,01/10/2022,"2,16%"
JABOTICABAL,SP,01/10/2022,"3,50%"
CURVELO,MG,01/10/2022,"2,29%"
REDENCAO,PA,01/10/2022,"4,55%"
TELEMACO BORBA,PR,01/10/2022,"0,00%"
UNAI,MG,01/10/2022,"2,38%"
CACADOR,SC,01/10/2022,"0,00%"
BELO JARDIM,PE,01/10/2022,"1,89%"
SAO FELIX DO XINGU,PA,01/10/2022,"0,00%"
CATAGUASES,MG,01/10/2022,"3,81%"
PIRASSUNUNGA,SP,01/10/2022,"1,14%"
CRATEUS,CE,01/10/2022,"0,00%"
CALDAS NOVAS,GO,01/10/2022,"4,56%"
AQUIRAZ,CE,01/10/2022,"1,23%"
RIO LARGO,AL,01/10/2022,"6,98%"
IBIUNA,SP,01/10/2022,"5,00%"
VALENCA,RJ,01/10/2022,"2,04%"
PALMEIRA DOS INDIOS,AL,01/10/2022,"2,70%"
ARCOVERDE,PE,01/10/2022,"4,55%"
QUIXERAMOBIM,CE,01/10/2022,"10,00%"
CIANORTE,PR,01/10/2022,"3,17%"
OURO PRETO,MG,01/10/2022,"1,32%"
VIANA,ES,01/10/2022,"5,49%"
CAJAMAR,SP,01/10/2022,"5,13%"
CHAPADINHA,MA,01/10/2022,"7,69%"
ARACATI,CE,01/10/2022,"3,51%"
TIANGUA,CE,01/10/2022,"1,54%"
RUSSAS,CE,01/10/2022,"1,98%"
CONCORDIA,SC,01/10/2022,"1,82%"
DIAS DAVILA,BA,01/10/2022,"2,53%"
CASTRO,PR,01/10/2022,"1,64%"
CAMBORIU,SC,01/10/2022,"4,29%"
SANTA ROSA,RS,01/10/2022,"2,22%"
ITAPIRA,SP,01/10/2022,"0,00%"
MOCOCA,SP,01/10/2022,"3,23%"
CEARA MIRIM,RN,01/10/2022,"5,88%"
MACAIBA,RN,01/10/2022,"0,00%"
VINHEDO,SP,01/10/2022,"0,93%"
FERNANDOPOLIS,SP,01/10/2022,"3,87%"
SAO SEBASTIAO DO PARAISO,MG,01/10/2022,"5,08%"
AMPARO,SP,01/10/2022,"1,75%"
FORMIGA,MG,01/10/2022,"1,18%"
CASCAVEL,CE,01/10/2022,"1,52%"
EMBU GUACU,SP,01/10/2022,"5,26%"
SOUSA,PB,01/10/2022,"4,04%"
NAVEGANTES,SC,01/10/2022,"3,13%"
VENANCIO AIRES,RS,01/10/2022,"8,33%"
FARROUPILHA,RS,01/10/2022,"3,51%"
TUPA,SP,01/10/2022,"5,19%"
SORRISO,MT,01/10/2022,"4,26%"
ESTANCIA,SE,01/10/2022,"4,82%"
ICO,CE,01/10/2022,"2,08%"
CAICO,RN,01/10/2022,"1,61%"
CRUZ ALTA,RS,01/10/2022,"1,89%"
CAMAQUA,RS,01/10/2022,"4,35%"
LENCOIS PAULISTA,SP,01/10/2022,"7,25%"
CAPANEMA,PA,01/10/2022,"2,86%"
SANTO ANTONIO DO DESCOBERTO,GO,01/10/2022,"1,23%"
OURICURI,PE,01/10/2022,"0,00%"
ESCADA,PE,01/10/2022,"10,53%"
ITAMARAJU,BA,01/10/2022,"1,96%"
BRUMADO,BA,01/10/2022,"3,33%"
PACAJUS,CE,01/10/2022,"2,17%"
PESQUEIRA,PE,01/10/2022,"0,00%"
VACARIA,RS,01/10/2022,"7,14%"
CONCEICAO DO COITE,BA,01/10/2022,"1,15%"
SAO BORJA,RS,01/10/2022,"0,00%"
RIO DO SUL,SC,01/10/2022,"4,48%"
CRUZ DAS ALMAS,BA,01/10/2022,"2,27%"
ARARANGUA,SC,01/10/2022,"1,87%"
JANUARIA,MG,01/10/2022,"0,00%"
CARAZINHO,RS,01/10/2022,"3,08%"
ITABERABA,BA,01/10/2022,"5,41%"
COSMOPOLIS,SP,01/10/2022,"5,13%"
PENAPOLIS,SP,01/10/2022,"3,66%"
GOIANESIA,GO,01/10/2022,"2,94%"
MORADA NOVA,CE,01/10/2022,"7,41%"
CAMPO BOM,RS,01/10/2022,"1,08%"
PENEDO,AL,01/10/2022,"3,57%"
CAMOCIM,CE,01/10/2022,"0,00%"
BOM JESUS DA LAPA,BA,01/10/2022,"14,29%"
PEDRO LEOPOLDO,MG,01/10/2022,"1,71%"
ROLANDIA,PR,01/10/2022,"4,03%"
BIGUACU,SC,01/10/2022,"1,42%"
UNIAO DOS PALMARES,AL,01/10/2022,"11,11%"
BEZERROS,PE,01/10/2022,"3,39%"
LUIS EDUARDO MAGALHAES,BA,01/10/2022,"2,55%"
PERUIBE,SP,01/10/2022,"4,81%"
MONTENEGRO,RS,01/10/2022,"4,42%"
PALMARES,PE,01/10/2022,"4,44%"
SURUBIM,PE,01/10/2022,"3,85%"
CIDADE OCIDENTAL,GO,01/10/2022,"3,70%"
GASPAR,SC,01/10/2022,"7,32%"
ICARA,SC,01/10/2022,"3,17%"
BATATAIS,SP,01/10/2022,"2,27%"
GRAJAU,MA,01/10/2022,"0,00%"
PONTE NOVA,MG,01/10/2022,"0,00%"
SANTO AMARO,BA,01/10/2022,"0,00%"
HORIZONTE,CE,01/10/2022,"10,87%"
ACARAU,CE,01/10/2022,"0,00%"
MORENO,PE,01/10/2022,"8,00%"
UNIAO DA VITORIA,PR,01/10/2022,"0,00%"
SANTA IZABEL DO PARA,PA,01/10/2022,"0,00%"
LIMOEIRO DO NORTE,CE,01/10/2022,"1,61%"
ANDRADINA,SP,01/10/2022,"4,07%"
BARRA DO GARCAS,MT,01/10/2022,"3,03%"
GUARABIRA,PB,01/10/2022,"1,41%"
MIRASSOL,SP,01/10/2022,"2,73%"
INDAIAL,SC,01/10/2022,"1,68%"
SALGUEIRO,PE,01/10/2022,"5,97%"
TRES PONTAS,MG,01/10/2022,"8,33%"
SAO MIGUEL DOS CAMPOS,AL,01/10/2022,"5,56%"
IRATI,PR,01/10/2022,"1,92%"
RIO BONITO,RJ,01/10/2022,"0,92%"
BARBALHA,CE,01/10/2022,"0,00%"
IBITINGA,SP,01/10/2022,"5,21%"
LAGOA SANTA,MG,01/10/2022,"3,92%"
TAQUARA,RS,01/10/2022,"6,78%"
PIRAPORA,MG,01/10/2022,"3,33%"
TAUA,CE,01/10/2022,"0,00%"
LIMOEIRO,PE,01/10/2022,"4,88%"
CABEDELO,PB,01/10/2022,"2,06%"
REGISTRO,SP,01/10/2022,"4,65%"
TIMBAUBA,PE,01/10/2022,"0,00%"
TAQUARITINGA,SP,01/10/2022,"6,45%"
CACHOEIRAS DE MACACU,RJ,01/10/2022,"7,69%"
CANOINHAS,SC,01/10/2022,"0,00%"
MARIANA,MG,01/10/2022,"3,77%"
PORTO FERREIRA,SP,01/10/2022,"0,00%"
FRUTAL,MG,01/10/2022,"1,75%"
GUAPIMIRIM,RJ,01/10/2022,"2,17%"
SAO BENTO DO UNA,PE,01/10/2022,"27,27%"
CAMPO BELO,MG,01/10/2022,"3,67%"
SAO PAULO,SP,01/11/2022,"2,79%"
RIO DE JANEIRO,RJ,01/11/2022,"3,68%"
SALVADOR,BA,01/11/2022,"4,81%"
BRASILIA,DF,01/11/2022,"2,10%"
FORTALEZA,CE,01/11/2022,"3,10%"
BELO HORIZONTE,MG,01/11/2022,"2,67%"
MANAUS,AM,01/11/2022,"4,00%"
CURITIBA,PR,01/11/2022,"2,09%"
RECIFE,PE,01/11/2022,"3,10%"
BELEM,PA,01/11/2022,"3,74%"
PORTO ALEGRE,RS,01/11/2022,"2,85%"
GOIANIA,GO,01/11/2022,"3,00%"
GUARULHOS,SP,01/11/2022,"2,98%"
CAMPINAS,SP,01/11/2022,"2,30%"
SAO LUIS,MA,01/11/2022,"2,73%"
SAO GONCALO,RJ,01/11/2022,"4,73%"
MACEIO,AL,01/11/2022,"3,75%"
DUQUE DE CAXIAS,RJ,01/11/2022,"4,95%"
NATAL,RN,01/11/2022,"2,67%"
TERESINA,PI,01/11/2022,"2,95%"
NOVA IGUACU,RJ,01/11/2022,"5,21%"
CAMPO GRANDE,MS,01/11/2022,"3,60%"
JOAO PESSOA,PB,01/11/2022,"3,26%"
SAO BERNARDO DO CAMPO,SP,01/11/2022,"2,89%"
OSASCO,SP,01/11/2022,"2,86%"
SANTO ANDRE,SP,01/11/2022,"2,43%"
JABOATAO DOS GUARARAPES,PE,01/11/2022,"3,82%"
SAO JOSE DOS CAMPOS,SP,01/11/2022,"2,68%"
CONTAGEM,MG,01/11/2022,"2,35%"
RIBEIRAO PRETO,SP,01/11/2022,"2,29%"
UBERLANDIA,MG,01/11/2022,"2,74%"
SOROCABA,SP,01/11/2022,"2,59%"
